,unit_id,unit_state,trusted_judgments,last_judgment,predicted_category,confidence,tweet
277,191783287,finalized,3,2012-08-18 21:37:00.000Z,Caution and advice,1.0,Greenville Mo nickel hail and debris falling from the sky.  tornado  miles SW of the city moving towards greenville. #nwspah #mowx
278,191783288,finalized,3,2012-08-17 15:48:00.000Z,Caution and advice,1.0,nd day in a row that part of Aroostook Co. ME is under a tornado warning. Rare in that neck of the woods.  #mewx
279,191783289,finalized,6,2012-08-16 13:25:00.000Z,Caution and advice,1.0," It's a scary afternoon/evening in these parts, tornado just up the street and nasty storm after nasty storm rolling through."
280,191783290,finalized,3,2012-08-19 07:53:00.000Z,Caution and advice,1.0,Tornado alarm going off
281,191783291,finalized,4,2012-08-19 08:53:00.000Z,Caution and advice,0.7387,"Everyone please pray for Joplin, Missouri again because they are under watch for another tornado."
282,191783292,finalized,5,2012-08-18 21:42:00.000Z,Caution and advice,0.5753,mad as shit a tornado is going to come pass and it knock out the cellular tower
283,191783293,finalized,3,2012-08-18 20:15:00.000Z,Caution and advice,1.0,Eek.  Tornado warnings!
284,191783294,finalized,4,2012-08-16 18:05:00.000Z,Caution and advice,0.5098,We have front row tickets to the tornado that's gonna run us over..
285,191783295,finalized,3,2012-08-17 23:30:00.000Z,Caution and advice,0.7183,Tornado is moving away... Thank goodness... That was too close
286,191783296,finalized,3,2012-08-18 21:17:00.000Z,Caution and advice,1.0,Tornado Warning!
287,191783297,finalized,3,2012-08-16 21:29:00.000Z,Caution and advice,0.7303,Talked to a friend from WMass. She was literally running from tornado trying to find safe place to hide. Ended up in strangers basement.
288,191783298,finalized,3,2012-08-19 17:39:00.000Z,Caution and advice,0.7073,Emergency broadcast now on TV for our area. We are under #tornado watch. Severe thunder storm imminent. #NYwx
289,191783299,finalized,3,2012-08-18 01:03:00.000Z,Caution and advice,1.0,Tornado warning. Sky just went black. At least I got my  show in before the #Rapture
290,191783300,finalized,3,2012-08-18 16:07:00.000Z,Caution and advice,0.6878,"Look, my TV friends: when tornado sirens go off, we want residents to take cover. So get off the damn TV, take your crew & take cover"
291,191783301,finalized,4,2012-08-18 21:39:00.000Z,Caution and advice,0.7262,"Funnel cloud spotted about  miles south of Danville, moving east.  Tornado Warning for Caswell Co, NC as a result..."
292,191783302,finalized,3,2012-08-19 17:06:00.000Z,Caution and advice,0.672,  #PAWCIRCLE for  in Memphis. Needs #barkbusters #BarkTreeAlert. Tornado on ground.   Ba ...
293,191783303,finalized,3,2012-08-19 16:45:00.000Z,Caution and advice,0.7333,"Tornado watch over here till  pm. Oh well, it's not gonna hit us anyways."
294,191783304,finalized,3,2012-08-18 19:46:00.000Z,Caution and advice,0.6146,"Um tornado warning with the sirens while being shuffeled  into a ""safe"" section of the grocery store."
295,191783305,finalized,3,2012-08-19 10:04:00.000Z,Caution and advice,1.0,"  #Tornado watches and warnings in the northeast right now and through evening- pay attention to news and local authorities, ..."
296,191783306,finalized,3,2012-08-19 08:01:00.000Z,Caution and advice,1.0,"Volcano eruption, Tornado, Flood, Cattle Plague... is the end of the world coming soon?"
297,191783307,finalized,3,2012-08-16 14:08:00.000Z,Caution and advice,0.6643,tornado watch #ineffect
298,191783308,finalized,3,2012-08-18 16:31:00.000Z,Caution and advice,0.3564,#txwx Storm still firing north of Houston tonight that are extending from the line across the us.
299,191783309,finalized,4,2012-08-18 09:41:00.000Z,Caution and advice,0.7751,"  Confirmed #tornado on ground  miles SW of Chickasha, OK, per fire dept.  TAKE COVER NOW!!!!  Radar:  "
300,191783310,finalized,3,2012-08-19 17:52:00.000Z,Caution and advice,1.0,"  Tornado reported on the gound near Ramona, SD... heading northeast. #sdwx"
301,191783311,finalized,4,2012-08-18 11:52:00.000Z,Caution and advice,0.5126,"  There is a small Tornado Watch in effect that includes Columbia and St. Louis, MO:    #mowx"
302,191783312,finalized,4,2012-08-18 16:02:00.000Z,Caution and advice,1.0,Tornado sirens
303,191783313,finalized,3,2012-08-17 01:36:00.000Z,Caution and advice,1.0,  Tornado WARNING now in effect. Take cover Royal Oak!
304,191783314,finalized,3,2012-08-18 14:37:00.000Z,Caution and advice,0.6656,"  Tornado Watch for Chariton, Howard, Macon and Randolph County until :am CDT."
305,191783315,finalized,4,2012-08-18 19:47:00.000Z,Caution and advice,0.7353,  People in SW Hunt and NE Kaufman need to take tornado precautions at this time. #txwx
306,191783316,finalized,5,2012-08-16 11:47:00.000Z,Caution and advice,0.5662,Tornado headed for downtown Kansas City
307,191783317,finalized,3,2012-08-17 01:50:00.000Z,Caution and advice,1.0,"Tornado just touchdown at castleton square mall, and jump over tantrum"
308,191783318,finalized,3,2012-08-16 04:26:00.000Z,Caution and advice,0.6722,  Tornado watch issued for NYC and surrounding counties. Get your animal companions inside!
309,191783319,finalized,3,2012-08-18 12:02:00.000Z,Caution and advice,1.0,  TORNADO WARNING EXTENTED! Hutchins and Balch Springs take cover!
310,191783320,finalized,4,2012-08-19 05:56:00.000Z,Caution and advice,0.5223,"There's also a tornado watch in my  state, Massachusetts. In just minutes it's supposingly going to hit my area. Pray PLEASE."
311,191783321,finalized,3,2012-08-17 15:54:00.000Z,Caution and advice,1.0,Tornado sirens going off again in Owensboro.
312,191783322,finalized,5,2012-08-18 21:15:00.000Z,Caution and advice,0.6222,The tornado's gonna come and get me! 
313,191783323,finalized,4,2012-08-16 17:00:00.000Z,Caution and advice,1.0, tornado warning just issued for lower Michigan.
314,191783324,finalized,3,2012-08-19 07:44:00.000Z,Caution and advice,1.0,"TORNADO WARNING has been canceled for VIGO but continues for Fountain, Parke and Vermillion until :pm EDT!"
315,191783325,finalized,4,2012-08-19 07:44:00.000Z,Caution and advice,0.7432,What the deuce? Tornado in Yuba City and it's fuckin June wow... We got some Midwest weather now
316,191783326,finalized,4,2012-08-17 21:41:00.000Z,Caution and advice,1.0,"Up to  so far in Lubbock today,  at Turkey and Paducah,  so far at Northfield. #txwx"
317,191783327,finalized,5,2012-08-18 16:02:00.000Z,Caution and advice,1.0,"A Tornado Warning has been issued for for Pemiscot-MO, Dyer-TN, Lake-TN & Obion-TN until : PM  #weather"
318,191783328,finalized,3,2012-08-16 16:46:00.000Z,Caution and advice,0.6405,"from the looks of it, there's a tornado outside my window BUT my bestie insists we go to the gym anyway -_-.. i just want ice cream"
319,191783329,finalized,4,2012-08-19 08:37:00.000Z,Caution and advice,1.0,"TORNADO WARNING [ Barry, MI ][ Calhoun, MI ] Expires: Sun May  : EDT #SVRAlert"
320,191783330,finalized,4,2012-08-16 21:29:00.000Z,Caution and advice,1.0,tornado watch for Binghamton and surrounding areas. be safe...definitely OUT of here lmao
321,191783331,finalized,3,2012-08-18 09:59:00.000Z,Caution and advice,0.645,Leominster MA tornado warnings and lightning #TwitPict 
322,191783332,finalized,4,2012-08-19 07:53:00.000Z,Caution and advice,0.7919,"  Tornado Watch for New York City If you know anyone deaf or hard of hearing or physically disabled, reach out/make sure ..."
323,191783333,finalized,4,2012-08-18 21:17:00.000Z,Caution and advice,0.7490000000000001,There is no tornado it's a watch not a warning so all you can come out of ur basement
324,191783334,finalized,3,2012-08-19 18:08:00.000Z,Caution and advice,0.3659,"Seems like that last blob on the radar passed us up, waiting another  minutes for the next one. Ellsinore, MO sees Tornado #weather"
325,191783335,finalized,3,2012-08-15 19:16:00.000Z,Caution and advice,0.6476, hey man i'm seeing this tornado and bad weather on the news for Oklahoma...just wondering if ur ok?
326,191783336,finalized,4,2012-08-16 17:05:00.000Z,Caution and advice,0.5134,"  Possible tornado near Holiday City, OH"
327,191783337,finalized,4,2012-08-19 07:44:00.000Z,Caution and advice,1.0,Tha NWS has confirmed a tornado touched down in Shiawassee County. I'm headed there now...look for a live report  at Noon.
328,191783338,finalized,4,2012-08-18 16:31:00.000Z,Caution and advice,1.0, WI may be under tornado warnings but we are still going to watch win the prelude!
329,191783339,finalized,4,2012-08-17 01:20:00.000Z,Caution and advice,1.0,BREAKING NEWS: TORNADO REPOED IN THE STORM HEADING MY WAY
330,191783340,finalized,3,2012-08-17 22:38:00.000Z,Caution and advice,1.0,  Report: *** Tornado Warning *** SIRENS in #chambana - Tornado on ground I near Route  exit going E-NE #chambana #CUstorms
331,191783341,finalized,4,2012-08-17 15:31:00.000Z,Caution and advice,1.0,  How come everyone talking bout hail and aint no rain here just tornado sirens going off?
332,191783342,finalized,3,2012-08-18 11:36:00.000Z,Caution and advice,0.6596,If they dont stop sayin more tornado warnings huh .....
333,191783343,finalized,3,2012-08-17 21:41:00.000Z,Caution and advice,1.0,"Tornado warning in belton, Everybody Go To Yal Basements & get shoes & blankets"
334,191783344,finalized,3,2012-08-18 21:42:00.000Z,Caution and advice,1.0,Tornado Warning - I hate these things ! #scary
335,191783345,finalized,6,2012-08-16 16:46:00.000Z,Caution and advice,0.8208,  were under a tornado watch... WOW
336,191783346,finalized,4,2012-08-18 21:27:00.000Z,Caution and advice,0.5178,Tornado warnings always cool. Its super windy & rainy outside. The thunder is shakin my house... #scared
337,191783347,finalized,4,2012-08-17 15:31:00.000Z,Caution and advice,1.0,tornado heading our way. i just want to say I love you all.
338,191783348,finalized,3,2012-08-18 11:40:00.000Z,Caution and advice,0.6829,Tornado warning sirens goin off in NKC
339,191783349,finalized,3,2012-08-16 16:41:00.000Z,Caution and advice,1.0,Tornado sirens going off again in Dallas
340,191783350,finalized,3,2012-08-16 02:49:00.000Z,Caution and advice,1.0,Omg. Its the scary tornado alarm sirens.
341,191783351,finalized,5,2012-08-17 11:12:00.000Z,Caution and advice,0.6061,Weather in Boston and NYC on Alert After Tornado   tornado
342,191783352,finalized,3,2012-08-19 07:50:00.000Z,Caution and advice,1.0,  Tornado Warning in Effect for Fulton County NOW.  TORNADO WATCH in effect for the entire kiss fm listening area unti ...
343,191783353,finalized,3,2012-08-19 16:39:00.000Z,Caution and advice,0.7073,Holy canoli - Joplin Missouri has a tornado headed towards it @ mph - Oh no :(
344,191783354,finalized,3,2012-08-19 17:30:00.000Z,Caution and advice,0.6502,Tornado watch for NYC-New England.  Looks like God has had enough of Sarah Palin's bus tour.
345,191783355,finalized,3,2012-08-19 08:11:00.000Z,Caution and advice,1.0,"  Tornado warning in effect for Joplin, MO"
346,191783356,finalized,3,2012-08-18 21:41:00.000Z,Caution and advice,1.0,"    :AM CDT Tor&lt;-Evnt  miles WNW of Ozark, AR-Tornado reported on the ground near Ozark by storm spo ..."
347,191783357,finalized,4,2012-08-16 16:56:00.000Z,Caution and advice,0.7193,  So it was  degrees today and now there's a tornado warning up north/prob in the gta soon? #fiomothernature
348,191783358,finalized,3,2012-08-19 03:41:00.000Z,Caution and advice,1.0,I guess I better go find a stream... tornado warning for Monroe county...
349,191783359,finalized,4,2012-08-19 08:47:00.000Z,Caution and advice,0.5361,"Strong storms coming in this afternoon, too. Tornado watch till  issued here in Maine, which is very unusual."
350,191783360,finalized,4,2012-08-18 20:22:00.000Z,Caution and advice,1.0,"#ATFU   Tornado Alley aint fucking around, weatherally and musically"
351,191783361,finalized,4,2012-08-17 22:23:00.000Z,Caution and advice,0.5257,  Wish we didn't have to write this....another multi-day #tornado outbreak is looming.  The ingredients and forecast:  ...
352,191783362,finalized,4,2012-08-18 09:48:00.000Z,Caution and advice,0.7153,  SEVERE WEATHER ALE: Tornado watches in effect for three Idaho counties:  
353,191783363,finalized,4,2012-08-16 16:51:00.000Z,Caution and advice,1.0, tornado on the ground. Western side of KC
354,191783364,finalized,5,2012-08-19 08:47:00.000Z,Caution and advice,1.0,"anyone in the Livingston County, please be careful we are under a Tornado Warning!  Sirens are going on around Briarwood Mall! #BadWeather"
355,191783365,finalized,3,2012-08-18 21:29:00.000Z,Caution and advice,1.0,"Tornado count as of May , : . Tornado count as of May , : . Difference: ."
356,191783366,finalized,4,2012-08-16 16:52:00.000Z,Caution and advice,0.7898,  Tornado is now reported near the Park Cities/Preston Hollow area.
357,191783367,finalized,3,2012-08-16 05:47:00.000Z,Caution and advice,1.0,Tornado warning has been re-issued for Washington County.
358,191783368,finalized,5,2012-08-19 08:16:00.000Z,Caution and advice,0.6308,Uh oh the tornado is lurkin
359,191783369,finalized,3,2012-08-19 08:53:00.000Z,Caution and advice,0.3868,Hope all the #JoplinTornado are safe and sound(: and Sorry for any loses &lt;
360,191783370,finalized,4,2012-08-18 21:15:00.000Z,Caution and advice,0.7434,I pull my head out of writing in seclusion to discover NYC is now under a tornado watch. Can't I leave you people alone for a minute?
361,191783371,finalized,3,2012-08-17 01:50:00.000Z,Caution and advice,1.0,"  Tornado warning issued for following counties: Collin, Cooke, Dallas, Denton, Grayson, Parker, Tarrant, Wise"
362,191783372,finalized,3,2012-08-16 17:53:00.000Z,Caution and advice,1.0,"  #Tornado touchdown in Irving, TX"
363,191783373,finalized,4,2012-08-18 11:58:00.000Z,Caution and advice,1.0,Severe Thunderstorm Watch for portions of the area in OK until :am CDT. #okwx
364,191783374,finalized,3,2012-08-18 21:37:00.000Z,Caution and advice,0.6196,Basically a tornado outside. What is happening. So scared.
365,191783375,finalized,5,2012-08-16 17:05:00.000Z,Caution and advice,0.799,  NWS has issued a tornado warning for Sacramento and Yolo counties.  Possible tornado to hit near Power Balance Pavillion.
366,191783376,finalized,4,2012-08-18 20:15:00.000Z,Caution and advice,0.5365,"    OKMULGEE, BEGGS, OK AREA still strong rotation coming your way. #okwx"
367,191783377,finalized,3,2012-08-19 08:16:00.000Z,Caution and advice,0.6806,A rotating wall cloud is  mi NW of Azle moving E at . No tornado has been observed at this time. -sm
368,191783378,finalized,4,2012-08-19 08:47:00.000Z,Caution and advice,1.0,Tornado touched down up the street. A lil scared stupid.
369,191783379,finalized,4,2012-08-18 21:15:00.000Z,Caution and advice,1.0,"  Are you kidding me?    Tornado warning for #Joplin, Mo.!! Radar and warning info:  / OMG!"
370,191783380,finalized,4,2012-08-16 16:52:00.000Z,Caution and advice,0.7604, are you all in tornado warnings also?
371,191783381,finalized,5,2012-08-18 21:37:00.000Z,Caution and advice,1.0,Good luck with that tornado warning 
372,191783382,finalized,3,2012-08-19 16:39:00.000Z,Caution and advice,0.68,Tornado warnings for Washtenaw/Livingston Counties MI until :pm. NWS is giving people plenty of warning on these storms. Pay attention!
373,191783383,finalized,4,2012-08-18 15:50:00.000Z,Caution and advice,1.0, my Rhode Island peeps are freaking out because they're under a tornado watch.  Half of them think it's a warning.  Rookies
374,191783384,finalized,4,2012-08-16 16:09:00.000Z,Caution and advice,1.0,  Red Alert for City of Hamilton due to tornado warning ended.
375,191783385,finalized,3,2012-08-18 21:35:00.000Z,Caution and advice,1.0,Well tornado sirens are going off.
376,191783386,finalized,3,2012-08-19 15:52:00.000Z,Caution and advice,1.0,"And apparently there's now a tornado watch for my county, eep."
377,191783387,finalized,3,2012-08-18 15:50:00.000Z,Caution and advice,0.6254,Thinking about you #Dallas area   sirens just went off in the #dallas area!! authorities askg folks  take cover. #tornado...
378,191783388,finalized,3,2012-08-19 07:53:00.000Z,Caution and advice,0.6348,Tornado warning! Fuck yeah!!
379,191783389,finalized,4,2012-08-18 11:26:00.000Z,Caution and advice,1.0,    Brief tornado reported  mins. ago near Lake Nocona in N. TX. No damage reported.
380,191783390,finalized,3,2012-08-18 20:15:00.000Z,Caution and advice,1.0,  Tornado with debris reported in southeast Dallas per NWS Chat. Large wedge near I- south of I-.
381,191783391,finalized,4,2012-08-17 15:48:00.000Z,Caution and advice,0.7392,  Tornado reported on the observation at Dallas' Love Field.
382,191783392,finalized,3,2012-08-18 16:07:00.000Z,Caution and advice,1.0,"  #Tornado #safetytip: Stay away from downed power lines, and report them to the power company.  #Joplin"
383,191783393,finalized,4,2012-08-19 07:50:00.000Z,Caution and advice,0.4631,"     PDS Tornado Watch is NOW out... please be safe  [MO, IL, IN, KY]"
384,191783394,finalized,3,2012-08-18 21:33:00.000Z,Caution and advice,1.0,  Tornado warnings issued for counties in STL area. Please observe emergency notifications & seek shelter.  ...
385,191783395,finalized,3,2012-08-18 18:00:00.000Z,Caution and advice,1.0,"  Tornado Warning for Ballard, Carlisle, Fulton, Graves, Hickman and McCracken County in KY until :pm CDT. #kywx"
386,191783396,finalized,4,2012-08-17 22:30:00.000Z,Caution and advice,1.0,"Gah, that's where  is    Just In: Tornado spotted in Bedford, Texas, between Fort Worth and Dallas, according to the NWS"
387,191783397,finalized,3,2012-08-19 07:39:00.000Z,Caution and advice,0.6759999999999999,Damn. Another tornado watch jus popped up
388,191783398,finalized,3,2012-08-19 07:39:00.000Z,Caution and advice,0.645,Tornado warning o.O what tha fawk? Akward area -_- this world is deadening: 
389,191783399,finalized,3,2012-08-19 18:01:00.000Z,Caution and advice,0.7052," I haven't followed it since I read it, but there was a tornado  miles SW of KZoo headed NE at  MPH a little earlier."
390,191783400,finalized,3,2012-08-19 17:13:00.000Z,Caution and advice,0.6341,#RAPTURE just sayin'   Tornado watch in effect for most of #CNY through : PM 
391,191783401,finalized,3,2012-08-19 08:53:00.000Z,Caution and advice,1.0,  Tornado Warning for Kalamazoo County in MI until :pm EDT. #miwx
392,191783402,finalized,4,2012-08-18 21:39:00.000Z,Caution and advice,0.7667,WARNING: Tornado warning issued for Yolo County  
393,191783403,finalized,3,2012-08-17 21:41:00.000Z,Caution and advice,1.0,We were under a tornado warning this week - check out these creepy clouds  
394,191783404,finalized,3,2012-08-19 17:39:00.000Z,Caution and advice,0.6585,Becareful dude!   Potential Tornado warning for the night... Had one land last night near my house.... I slept thru it tho &gt;_&gt;
395,191783405,finalized,4,2012-08-16 01:00:00.000Z,Caution and advice,0.7134,  Weather update: Southern tier of Michigan under tornado watch 
396,191783406,finalized,4,2012-08-16 17:00:00.000Z,Caution and advice,0.6985,Tornado kills  in suburban Oklahoma City: Two people were killed and three children were critically injured Tuesday... 
397,191783407,finalized,4,2012-08-18 21:33:00.000Z,Caution and advice,0.5159,"  #Tornado EMERGENCY coming from NWS for NW side of Norman, Moore, and south side of OKC.  TAKE SHELTER NOW."
398,191783408,finalized,3,2012-08-17 22:38:00.000Z,Caution and advice,0.6339,more storms... Tornado watch until  pm.
399,191783409,finalized,6,2012-08-16 11:47:00.000Z,Caution and advice,0.8403,Tornado sirens.....smh
400,191783410,finalized,5,2012-08-16 17:50:00.000Z,Caution and advice,1.0,  Emergency management reported a tornado on the ground near Austin moving NE at  mph  #arwx
401,191783411,finalized,3,2012-08-18 21:23:00.000Z,Caution and advice,1.0,  Tornado Warning for Hardy County in WV until :pm EDT. #wvwx
402,191783412,finalized,4,2012-08-17 03:24:00.000Z,Caution and advice,0.7705,Tornado Warning issued May  at :PM CDT expiring May  at :PM CDT by NWS Kansas City ... 
403,191783413,finalized,3,2012-08-16 17:53:00.000Z,Caution and advice,1.0,"dallas, kaufman, and rockwall counties now face tornado warning until :"
404,191783414,finalized,3,2012-08-18 21:23:00.000Z,Caution and advice,1.0,"  Spotters confirm a tornado on the ground moving toward Joplin, Mo., where a twister on Sunday killed  people - CNN"
405,191783415,finalized,3,2012-08-16 02:54:00.000Z,Caution and advice,0.6788,Tornado Watch for portions of the area in IL until :pm CDT. #ilwx
406,191783416,finalized,3,2012-08-16 13:25:00.000Z,Caution and advice,0.6636,"Forecast for tomorrow? Flood watch, Tornado watch, Severe Thunderstorm warning. #sweet"
407,191783417,finalized,4,2012-08-18 21:39:00.000Z,Caution and advice,0.7654,"Geez tornado watch for MA, and severe storms due in tonite...of course when I'm stoked to catch Ray LaMontagne. #damnyouweather"
408,191783418,finalized,4,2012-08-16 16:56:00.000Z,Caution and advice,0.7955,"  Those in Guthrie, OK need to TAKE COVER NOW.  LARGE, VIOLENT #TORNADO HEADED TOWARD THAT AREA!!!  PLEASE RETWEET!!!"
409,191783419,finalized,4,2012-08-17 11:06:00.000Z,Caution and advice,1.0,"  Correction: DEVELOPING: Emergency management reported a tornado on the ground near Austin, Mississippi moving NE at ..."
410,191783420,finalized,5,2012-08-16 16:09:00.000Z,Caution and advice,0.8048,"New event. Tornado Warning from // : PM to : PM CDT for Ray County, Carroll County. More information.... "
411,191783421,finalized,3,2012-08-18 18:00:00.000Z,Caution and advice,1.0,"  Breaking Weather News!!!: Weather Channel; Mile wide tornado on the ground near Ozark, AR. & Caulksville, AR. Get To Safet ..."
412,191783422,finalized,5,2012-08-18 21:35:00.000Z,Caution and advice,1.0,  Tornado reported on the observation at Dallas' Love Field.
413,191783423,finalized,3,2012-08-18 15:48:00.000Z,Caution and advice,1.0,Tornado Warning for Mississippi County in AR until :pm. Alert detail :  #ARWX
414,191783424,finalized,3,2012-08-17 01:20:00.000Z,Caution and advice,1.0,  Line of storms with #tornado warnings moving through western KY.  #Tornado warning for #Paducah 
415,191783425,finalized,3,2012-08-19 07:57:00.000Z,Caution and advice,1.0,Another Tornado is on the way to Joplin Mo. The Gov. Gave out a warning 
416,191783426,finalized,3,2012-08-18 18:07:00.000Z,Caution and advice,0.7097,  City of Dallas activates sirens after tornado warning. Asks residents to 'seek shelter and monitor the news'  ...
417,191783427,finalized,3,2012-08-17 01:24:00.000Z,Caution and advice,1.0,"  Tornado warning for Oxford, MS and the Ole Miss campus... #mswx"
418,191783428,finalized,3,2012-08-18 21:39:00.000Z,Caution and advice,1.0,"  TAKE COVER NOW in Salem, SD.  Possible rain-wrapped #tornado headed toward you now!!!!"
419,191783429,finalized,4,2012-08-16 13:22:00.000Z,Caution and advice,0.7428,  CONFIRMED EF TORNADO LAST NIGHT from :pm . miles WSW of Verona to  miles NE of McFarland at :pm. Storm path ...
420,191783430,finalized,3,2012-08-19 17:30:00.000Z,Caution and advice,0.6621,So Word ON The Street Its About To Be A Tornado ...
421,191783431,finalized,4,2012-08-19 07:57:00.000Z,Caution and advice,0.5505,"TORNADO WATCH in effect  Bradford County until  PM, Thursday, May th. Stay tuned to local media, NOAA Weather Radio, etc."
422,191783432,finalized,3,2012-08-17 11:12:00.000Z,Caution and advice,1.0,  Unbelievable.   Tornado sirens going off in Joplin.
423,191783433,finalized,3,2012-08-17 01:31:00.000Z,Caution and advice,1.0,"  Tornado Warning for Muskogee, Okmulgee, Tulsa and Wagoner County in OK until :pm CDT. #okwx"
424,191783434,finalized,3,2012-08-18 20:22:00.000Z,Caution and advice,1.0,Taking shelter for tornado warning.. Yeah missouri! #homesick #tothemax
425,191783435,finalized,5,2012-08-16 13:32:00.000Z,Caution and advice,0.5935,"  Tornado Warning for Lake, McCook, and Minnehaha County in SD until :pm CDT. #sdwx"
426,191783436,finalized,3,2012-08-16 13:22:00.000Z,Caution and advice,0.6459,Tornado warning? #notcool
427,191783437,finalized,4,2012-08-18 14:37:00.000Z,Caution and advice,1.0,"  The storms have passed here, but there are still tornado warnings in eastern Arkansas, southeast Missouri and western T ..."
428,191783438,finalized,3,2012-08-19 16:39:00.000Z,Caution and advice,0.7062,"#Tornado watches issued until :am for portions of #Missouri, #Illinois, and #Iowa. "
429,191783439,finalized,5,2012-08-16 16:41:00.000Z,Caution and advice,0.4171,"  /  A number of storms in central #Indiana, including near Indianapolis, with #tornado warnings.  Radar: h ..."
430,191783440,finalized,4,2012-08-19 08:16:00.000Z,Caution and advice,1.0,  benton under tornado warning until :
431,191783441,finalized,4,2012-08-17 01:29:00.000Z,Caution and advice,1.0,TORNADO WARNING issued for parts of OSBORNE; ROOKS counties in KS until : PM CT - 
432,191783442,finalized,3,2012-08-18 21:17:00.000Z,Caution and advice,1.0,  Tornado warning for Kzoo county.  #wmiwx
433,191783443,finalized,3,2012-08-16 16:09:00.000Z,Caution and advice,0.6948,See the destruction the Tornado's are recking on the east and mid-west we can send out our prayers. The most... 
434,191783444,finalized,3,2012-08-17 21:50:00.000Z,Caution and advice,1.0,#Detroit Tornado watch issued for Metro Detroit 
435,191783445,finalized,4,2012-08-17 00:36:00.000Z,Caution and advice,0.5261,WeatherAction LongRange Forecast of ~- MAY EXTRA TOP RED WARNING and DANGEROUIS TORNADO SWARM  via  len holli
436,191783446,finalized,3,2012-08-19 10:04:00.000Z,Caution and advice,0.6533,THERE'S A TORNADO WARNING FOR OAKLAND
437,191783447,finalized,5,2012-08-16 18:12:00.000Z,Caution and advice,0.7919,"  #Tornado watch until pm for N. IN, S. MI and NW OH until pm EDT."
438,191783448,finalized,3,2012-08-17 22:06:00.000Z,Caution and advice,1.0,The NWS has issued a TORNADO WATCH for Tishomingo County until May  at :PM CDT  
439,191783449,finalized,3,2012-08-18 21:31:00.000Z,Caution and advice,1.0,"NO tornado warnings in effect at this time, but at least  active severe thunderstorm warnings across... "
440,191783450,finalized,3,2012-08-19 17:13:00.000Z,Caution and advice,0.6522,"  SECOND #tornado just reported in north Springfield, MA!  TAKE COVER in Ludlow, and along U.S.  corridor!   ..."
441,191783451,finalized,4,2012-08-18 21:25:00.000Z,Caution and advice,1.0,  Fox reporting tornado spotted on the ground in Dallas near Highland Park. #tcot #Texas
442,191783452,finalized,3,2012-08-19 16:45:00.000Z,Caution and advice,0.6383,Tornado Watch Issued: The National Weather Service has issued a tornado watch until  p.m. Thursday for much of... 
443,191783453,finalized,4,2012-08-18 21:23:00.000Z,Caution and advice,1.0,"  Leverett, MA  field off Rt . Units confirming a tornado has touched down.  seriously?! again?! #westernma"
444,191783454,finalized,3,2012-08-17 21:50:00.000Z,Caution and advice,1.0,"  The big tornado will pass to the south of Ozark. Not just Doppler-indicated, but spotter-confirmed."
445,191783455,finalized,3,2012-08-17 16:00:00.000Z,Caution and advice,0.6008,"  Tornado watch in Boston. Nature, please respect my entrepreneurial right to uninterrupted internet access."
446,191783456,finalized,3,2012-08-18 21:27:00.000Z,Caution and advice,1.0,"TORNADO WARNING in effect until :pm EDT in Indiana for Greene, Monroe,and Owen Counties. If you're in those... "
447,191783457,finalized,3,2012-08-19 17:30:00.000Z,Caution and advice,1.0,Tornado Warning for Tippecanoe and Warren County in IN until :pm EDT. #inwx
448,191783458,finalized,3,2012-08-19 17:13:00.000Z,Caution and advice,0.7143,  TORNADO WARNING: Alfalfa; Major   Expires: // :PM   #tornado #okwx # ...
449,191783459,finalized,3,2012-08-17 01:48:00.000Z,Caution and advice,0.6778,"  Those in Guthrie, OK need to TAKE COVER NOW.  LARGE, VIOLENT #TORNADO HEADED TOWARD THAT AREA!!!  PLEASE RETWEET!!!"
450,191783460,finalized,4,2012-08-16 18:01:00.000Z,Caution and advice,0.4814,"Tornado watch issued for New York City, surrounding counties - NBC NY "
451,191783461,finalized,4,2012-08-18 21:41:00.000Z,Caution and advice,0.763,Be on the lookout for strong to severe t'storms this evening.  Tornado Watch in effect until PM.  Andy & Julie will have updates on TV .
452,191783462,finalized,3,2012-08-19 17:39:00.000Z,Caution and advice,0.6962,  #weather SPC MD : MD  CONCERNING SEVERE THUNDERSTORM WATCH ... FOR NRN IL...NRN IND...SRN...  ...
453,191783463,finalized,4,2012-08-17 01:20:00.000Z,Caution and advice,0.5137,"  TWO HOOKS ONE NEAR DALLAS AND ONE NEAR ONE WEST OF ARLINGTON, TX #TXWX #TORNADO"
454,191783464,finalized,4,2012-08-18 20:15:00.000Z,Caution and advice,0.7619,  Power flashes reported in the Dallas area.  New warning indicates possible tornado near University Park.
455,191783465,finalized,3,2012-08-19 18:01:00.000Z,Caution and advice,0.6585,Tornado Watch...
456,191783466,finalized,4,2012-08-16 16:41:00.000Z,Caution and advice,0.7263,"  In many destroyed areas here in #Joplin, there is a terrible silence broken only by the sound of rain and wind"
457,191783467,finalized,5,2012-08-19 05:56:00.000Z,Caution and advice,0.8035, CBSAtlBreaking: Tornado Warning For Union County In North Central Georgia: CBSAtlBreaking: Tornado Warning Fo... 
458,191783468,finalized,4,2012-08-16 18:01:00.000Z,Caution and advice,1.0,Just heard about the tornado in Mass. Hope everyone is ok. My heart and thoughts are with you xx
459,191783469,finalized,3,2012-08-19 17:52:00.000Z,Caution and advice,1.0,  Weather observer at Dallas Love Field has sighted a tornado in the storm approaching the city from the west.
